tick,CSA,AREG,TREG,RX,RD,RB,CD16,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_sw_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_arg_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_csidbs4_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_f_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_g_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_d_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_a_15_0
53991109,0,3,117,3,117,7744,0,14362,0,14263,12075,131430,0,0,12075,165702,12075,0
53991110,6000,3,117,3,117,7744,0,14362,0,14263,12075,131430,0,0,12075,165702,12075,0
53991111,6000,3,117,3,117,7744,0,0,0,14263,12075,131430,0,0,12075,165702,12075,0
53991112,6000,3,117,3,117,7744,0,0,0,14263,12075,131430,0,0,12075,165702,12075,0
53991113,6000,3,117,3,117,7744,0,0,0,14263,12075,131430,0,0,12075,165702,12075,0
53991114,7422,3,117,3,117,7744,142200,0,142200,14263,12075,131430,0,0,12075,165702,12075,0
53991115,7422,3,117,3,117,7744,142200,0,142200,14263,12075,131430,0,0,12075,165702,12075,0
53991116,7422,3,117,3,117,7744,142200,0,142200,14263,12075,131430,0,0,12075,165702,12075,0
53991117,7422,3,117,3,117,7744,142200,0,142200,14263,12075,131430,0,0,12075,165702,12075,0
53991118,7422,3,117,3,117,7744,142200,0,0,14263,12075,131430,0,0,12075,165702,12075,0
53991119,7422,3,117,3,117,7744,142200,0,0,14263,12075,131430,0,0,12075,165702,12075,0
53991120,7422,3,117,3,117,7744,142200,0,0,14263,12075,131430,0,0,12075,165702,12075,0
53991121,4331,3,12075,3,117,7744,156263,0,0,14263,142200,36424,4331,0,14263,163514,0,0
53991122,4331,3,12075,3,117,7744,14263,0,0,14263,142200,36424,4331,0,14263,163514,0,0
53991123,4335,3,12075,3,117,7744,14263,0,0,14263,142200,36424,4331,0,14263,163514,0,0
53991124,4335,3,12075,3,117,7744,3,0,0,14263,14263,131430,74335,0,3,177774,0,3
53991125,4335,3,12075,3,117,7744,3,0,0,14263,14263,131430,74335,0,3,177774,0,3
53991126,4336,3,12075,3,117,7744,3,0,0,14263,14263,131430,74335,0,3,177774,0,3
53991127,4336,3,12075,3,117,7744,12076,0,0,14263,14263,1400,60000,0,12076,165701,0,12075
53991128,4337,3,12075,3,117,7744,12076,0,0,14263,14263,1400,60000,10,12076,165701,0,12075
53991129,4332,3,12075,3,117,7744,12076,0,0,14263,14263,1400,60000,10,12076,165701,0,12075
53991130,4332,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,10,1,177776,1,3
53991131,4332,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
53991132,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
53991133,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
53991134,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
53991135,4333,3,12075,3,117,7744,0,12076,0,14263,14263,37024,70350,3,1,177776,1,3
# MARK on-ST tick=53991135
53991136,4333,3,12075,3,117,7744,0,12076,0,14263,14263,37024,70350,3,1,177776,1,3
53991137,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
53991138,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
53991139,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
53991140,4333,3,12075,3,117,7744,51524,0,51524,14263,14263,37024,70350,3,1,177776,1,3
53991141,4333,3,12075,3,117,7744,51524,0,51524,14263,14263,37024,70350,3,1,177776,1,3
53991142,4333,3,12075,3,117,7744,51524,0,51524,14263,14263,37024,70350,3,1,177776,1,3
53991143,4333,3,12075,3,117,7744,51524,0,51524,14263,14263,37024,70350,3,1,177776,1,3
53991455,0,0,154404,12373,117,7744,0,0,0,14264,51524,0,145,0,0,177777,0,0
53991456,0,0,154404,12373,117,7744,0,0,0,14264,51524,0,0,0,0,177777,0,0
53991457,0,0,154404,12373,117,7744,0,0,0,14264,51524,0,0,4,0,177777,0,0
53991458,2001,0,154404,12373,117,7744,0,0,0,14264,51524,0,0,0,0,177777,0,0
53991459,16375,0,154404,12373,117,7744,0,0,0,14264,51524,0,0,0,0,177777,0,0
53991460,16375,0,154404,12373,117,7744,0,0,0,14264,51524,0,0,0,0,177777,0,0
53991461,0,0,154404,12373,117,7744,0,14375,0,14264,51524,0,0,0,0,177777,0,0
53991462,6000,0,154404,12373,117,7744,0,14375,0,14264,51524,0,0,0,0,177777,0,0
53991463,6000,0,154404,12373,117,7744,0,0,0,14264,51524,0,0,0,0,177777,0,0
53991464,6000,0,154404,12373,117,7744,0,0,0,14264,51524,0,0,0,0,177777,0,0
53991465,6000,0,154404,12373,117,7744,0,0,0,14264,51524,0,0,0,0,177777,0,0
53991466,7565,0,154404,12373,117,7744,156561,0,156561,14264,51524,0,0,0,0,177777,0,0
53991467,7565,0,154404,12373,117,7744,156561,0,156561,14264,51524,0,0,0,0,177777,0,0
53991468,7565,0,154404,12373,117,7744,156561,0,156561,14264,51524,0,0,0,0,177777,0,0
53991469,7565,0,154404,12373,117,7744,156561,0,156561,14264,51524,0,0,0,0,177777,0,0
53991470,7565,0,154404,12373,117,7744,156561,0,0,14264,51524,0,0,0,0,177777,0,0
53991471,7565,0,154404,12373,117,7744,156561,0,0,14264,51524,0,0,0,0,177777,0,0
53991472,7565,0,154404,12373,117,7744,156561,0,0,14264,51524,0,0,0,0,177777,0,0
53991473,226,0,154404,12373,117,7744,156765,0,0,14264,156561,0,226,0,14264,163513,0,0
53991474,226,0,154404,12373,117,7744,14264,0,0,14264,156561,0,226,2,14264,163513,0,0
53991475,230,0,154404,12373,117,7744,14264,0,0,14264,156561,0,226,2,14264,163513,0,0
53991476,230,0,154404,12373,117,7744,156561,0,0,14264,14264,132030,230,2,14264,21216,156561,0
53991477,230,0,154404,12373,117,7744,156561,0,0,14264,14264,132030,230,0,14264,21216,156561,0
53991478,231,0,154404,12373,117,7744,156561,0,0,14264,14264,132030,230,0,14264,21216,156561,0
53991479,231,0,154404,12373,117,7744,14264,0,0,14264,14264,70735,20,0,14264,163513,0,0
53991480,232,0,154404,12373,117,7744,14264,0,0,14264,14264,70735,20,0,14264,163513,0,0
53991481,227,0,154404,12373,117,7744,14264,0,0,14264,14264,70735,20,0,14264,163513,0,0
53991482,227,0,154404,12373,117,7744,14264,0,0,14264,14264,132030,0,0,14264,163513,0,0
53991483,227,0,154404,12373,117,7744,14264,0,0,14264,14264,132030,0,0,14264,163513,0,0
53991484,227,0,154404,12373,117,7744,14264,0,0,14264,14264,132030,0,0,14264,163513,0,0
53991485,227,0,154404,12373,117,7744,0,0,0,14264,14264,132030,145,0,0,177777,0,0
53991486,227,0,154404,12373,117,7744,0,0,0,14264,14264,132030,145,0,0,177777,0,0
53991487,227,0,154404,12373,117,7744,0,0,0,14264,14264,132030,145,0,0,177777,0,0
53991488,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991489,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991490,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991491,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991492,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991493,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991494,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991495,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991496,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991497,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991498,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991499,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991500,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991501,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991502,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991503,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991504,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991505,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991506,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991507,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991508,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991509,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991510,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991511,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991512,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991513,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991514,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991515,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991516,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991517,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991518,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991519,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991520,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991521,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991522,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991523,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991524,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991525,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991526,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991527,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991528,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991529,145,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991530,145,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991531,145,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991532,0,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
53991533,0,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
53991534,0,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,4,0,177777,0,0
53991535,2001,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
53991536,16376,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
53991537,16376,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
53991538,0,0,154404,12373,117,7744,0,14376,0,14264,14264,0,0,0,0,177777,0,0
53991539,6000,0,154404,12373,117,7744,0,14376,0,14264,14264,0,0,0,0,177777,0,0
53991540,6000,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
53991541,6000,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
53991542,6000,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
53991543,7314,0,154404,12373,117,7744,131412,0,131412,14264,14264,0,0,0,0,177777,0,0
53991544,7314,0,154404,12373,117,7744,131412,0,131412,14264,14264,0,0,34,0,177777,0,0
53991545,7314,0,154404,12373,117,7744,131412,0,131412,14264,14264,0,0,34,0,177777,0,0
53991546,7314,0,154404,12373,117,7744,131412,0,131412,14264,14264,0,0,34,0,177777,0,0
53991547,7314,0,154404,12373,117,7744,131412,0,0,14264,14264,0,0,34,0,177777,0,0
53991548,7314,0,154404,12373,117,7744,131412,0,0,14264,14264,0,0,34,0,177777,0,0
53991549,7314,0,154404,12373,117,7744,131412,0,0,14264,14264,0,0,34,0,177777,0,0
53991550,214,0,154404,12373,117,7744,131412,0,0,14264,131412,0,50214,34,0,177777,0,0
53991551,214,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
53991552,0,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
53991553,16410,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
53991554,16410,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
53991555,0,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
53991556,0,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
53991557,0,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
53991558,0,0,154404,12373,117,7744,0,0,0,14264,0,0,0,4,14264,163513,0,0
53991559,2001,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
53991560,16377,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
53991561,16377,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
53991562,0,0,154404,12373,117,7744,0,14377,0,14264,0,0,0,0,14264,163513,0,0
53991563,6000,0,154404,12373,117,7744,0,14377,0,14264,0,0,0,0,14264,163513,0,0
53991564,6000,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
53991565,6000,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
53991566,6000,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
53991567,6446,0,154404,12373,117,7744,44612,0,44612,14264,0,0,0,0,14264,163513,0,0
53991568,6446,0,154404,12373,117,7744,44612,0,44612,14264,0,0,0,0,14264,163513,0,0
53991569,6446,0,154404,12373,117,7744,44612,0,44612,14264,0,0,0,0,14264,163513,0,0
53991570,6446,0,154404,12373,117,7744,44612,0,44612,14264,0,0,0,0,14264,163513,0,0
53991571,6446,0,154404,12373,117,7744,44612,0,0,14264,0,0,0,0,14264,163513,0,0
53991572,6446,0,154404,12373,117,7744,44612,0,0,14264,0,0,0,0,14264,163513,0,0
53991573,6446,0,154404,12373,117,7744,44612,0,0,14264,0,0,0,0,14264,163513,0,0
53991574,170,0,154404,12373,117,7744,44612,0,0,14264,44612,132030,170,0,14264,163513,0,0
53991575,170,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
53991576,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
53991577,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
53991578,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
53991579,0,0,154404,12373,117,7744,0,7556,0,14264,44612,132030,170,3,14264,163513,0,0
53991580,0,0,154404,12373,117,7744,0,7556,0,14264,44612,132030,170,3,14264,163513,0,0
53991581,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
53991582,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
53991583,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
53991584,0,0,154404,12373,117,7744,3,0,3,14264,44612,132030,170,3,14264,163513,0,0
53991585,0,0,154404,12373,117,7744,3,0,3,14264,44612,132030,170,3,14264,163513,0,0
53991586,0,0,154404,12373,117,7744,3,0,3,14264,44612,132030,170,3,14264,163513,0,0
53991587,0,0,154404,12373,117,7744,3,0,3,14264,44612,132030,170,3,14264,163513,0,0
53991588,0,0,154404,12373,117,7744,3,0,0,14264,44612,132030,170,3,14264,163513,0,0
53991589,0,0,154404,12373,117,7744,3,0,0,14264,44612,132030,170,3,14264,163513,0,0
53991590,0,0,154404,12373,117,7744,3,0,0,14264,44612,132030,170,3,14264,163513,0,0
53991591,0,0,154404,12373,117,7744,3,0,0,14264,3,132030,0,3,3,177774,3,0
53991592,0,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,4,3,177774,3,0
53991593,2001,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991594,16400,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991595,16400,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991596,0,0,154404,12373,117,7744,0,14400,0,14264,3,132030,0,0,3,177774,3,0
53991597,6000,0,154404,12373,117,7744,0,14400,0,14264,3,132030,0,0,3,177774,3,0
53991598,6000,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991599,6000,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991600,6000,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991601,6506,0,154404,12373,117,7744,50611,0,50611,14264,3,132030,0,0,3,177774,3,0
53991602,6506,0,154404,12373,117,7744,50611,0,50611,14264,3,132030,0,0,3,177774,3,0
53991603,6506,0,154404,12373,117,7744,50611,0,50611,14264,3,132030,0,0,3,177774,3,0
53991604,6506,0,154404,12373,117,7744,50611,0,50611,14264,3,132030,0,0,3,177774,3,0
53991605,6506,0,154404,12373,117,7744,50611,0,0,14264,3,132030,0,0,3,177774,3,0
53991606,6506,0,154404,12373,117,7744,50611,0,0,14264,3,132030,0,0,3,177774,3,0
53991607,6506,0,154404,12373,117,7744,50611,0,0,14264,3,132030,0,0,3,177774,3,0
53991608,172,3,154404,12373,117,7744,50611,0,0,14264,50611,1400,172,0,14264,163513,0,0
53991609,172,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
53991610,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
53991611,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
53991612,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
53991613,0,3,154404,12373,117,7744,0,7555,0,14264,50611,1400,172,3,14264,163513,0,0
53991614,0,3,154404,12373,117,7744,0,7555,0,14264,50611,1400,172,3,14264,163513,0,0
53991615,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
53991616,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
53991617,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
53991618,0,3,154404,12373,117,7744,117,0,117,14264,50611,1400,172,3,14264,163513,0,0
53991619,0,3,154404,12373,117,7744,117,0,117,14264,50611,1400,172,3,14264,163513,0,0
53991620,0,3,154404,12373,117,7744,117,0,117,14264,50611,1400,172,3,14264,163513,0,0
53991621,0,3,154404,12373,117,7744,117,0,117,14264,50611,1400,172,3,14264,163513,0,0
53991622,0,3,154404,12373,117,7744,117,0,0,14264,50611,1400,172,3,14264,163513,0,0
53991623,0,3,154404,12373,117,7744,117,0,0,14264,50611,1400,172,3,14264,163513,0,0
53991624,0,3,154404,12373,117,7744,117,0,0,14264,50611,1400,172,3,14264,163513,0,0
53991625,0,3,154404,12373,117,7744,117,0,0,14264,117,132030,0,3,117,177660,117,0
53991626,0,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,4,117,177660,117,0
53991627,2001,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
53991628,16401,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
53991629,16401,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
53991630,0,3,154404,12373,117,7744,0,14401,0,14264,117,132030,0,0,117,177660,117,0
53991631,6000,3,154404,12373,117,7744,0,14401,0,14264,117,132030,0,0,117,177660,117,0
53991632,6000,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
53991633,6000,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
53991634,6000,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
53991635,7400,3,154404,12373,117,7744,140065,0,140065,14264,117,132030,0,0,117,177660,117,0
53991636,7400,3,154404,12373,117,7744,140065,0,140065,14264,117,132030,0,0,117,177660,117,0
53991637,7400,3,154404,12373,117,7744,140065,0,140065,14264,117,132030,0,0,117,177660,117,0
53991638,7400,3,154404,12373,117,7744,140065,0,140065,14264,117,132030,0,0,117,177660,117,0
53991639,7400,3,154404,12373,117,7744,140065,0,0,14264,117,132030,0,0,117,177660,117,0
53991640,7400,3,154404,12373,117,7744,140065,0,0,14264,117,132030,0,0,117,177660,117,0
53991641,7400,3,154404,12373,117,7744,140065,0,0,14264,117,132030,0,0,117,177660,117,0
53991642,215,3,117,12373,117,7744,140065,0,0,14264,140065,47400,215,0,177664,113,0,117
53991643,215,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
53991644,0,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
53991645,16402,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
53991646,16402,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
53991647,0,3,117,12373,117,7744,0,14402,0,14264,140065,47400,215,0,177664,113,0,117
53991648,6000,3,117,12373,117,7744,0,14402,0,14264,140065,47400,215,0,177664,113,0,117
53991649,6000,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
53991650,6000,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
53991651,6000,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
53991652,7240,3,117,12373,117,7744,124002,0,124002,14264,140065,47400,215,0,177664,113,0,117
53991653,7240,3,117,12373,117,7744,124002,0,124002,14264,140065,47400,215,34,177664,113,0,117
53991654,7240,3,117,12373,117,7744,124002,0,124002,14264,140065,47400,215,34,177664,113,0,117
53991655,7240,3,117,12373,117,7744,124002,0,124002,14264,140065,47400,215,34,177664,113,0,117
53991656,7240,3,117,12373,117,7744,124002,0,0,14264,140065,47400,215,34,177664,113,0,117
53991657,7240,3,117,12373,117,7744,124002,0,0,14264,140065,47400,215,34,177664,113,0,117
53991658,7240,3,117,12373,117,7744,124002,0,0,14264,140065,47400,215,34,177664,113,0,117
53991659,0,3,117,12373,117,7744,124002,0,0,14264,124002,132377,0,34,14264,177777,0,0
53991660,0,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,4,14264,177777,0,0
53991661,2001,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
53991662,16404,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
53991663,16404,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
53991664,0,3,117,12373,117,7744,0,14404,0,14264,124002,132377,0,0,14264,177777,0,0
53991665,6000,3,117,12373,117,7744,0,14404,0,14264,124002,132377,0,0,14264,177777,0,0
53991666,6000,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
53991667,6000,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
53991668,6000,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
53991669,6446,3,117,12373,117,7744,44612,0,44612,14264,124002,132377,0,0,14264,177777,0,0
53991670,6446,3,117,12373,117,7744,44612,0,44612,14264,124002,132377,0,0,14264,177777,0,0
53991671,6446,3,117,12373,117,7744,44612,0,44612,14264,124002,132377,0,0,14264,177777,0,0
53991672,6446,3,117,12373,117,7744,44612,0,44612,14264,124002,132377,0,0,14264,177777,0,0
53991673,6446,3,117,12373,117,7744,44612,0,0,14264,124002,132377,0,0,14264,177777,0,0
53991674,6446,3,117,12373,117,7744,44612,0,0,14264,124002,132377,0,0,14264,177777,0,0
53991675,6446,3,117,12373,117,7744,44612,0,0,14264,124002,132377,0,0,14264,177777,0,0
53991676,170,3,117,12373,117,7744,44612,0,0,14264,44612,0,170,0,14264,163513,0,0
53991677,170,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
53991678,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
53991679,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
53991680,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
53991681,0,3,117,12373,117,7744,0,7556,0,14264,44612,0,170,3,14264,163513,0,0
53991682,0,3,117,12373,117,7744,0,7556,0,14264,44612,0,170,3,14264,163513,0,0
53991683,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
53991684,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
53991685,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
53991686,0,3,117,12373,117,7744,3,0,3,14264,44612,0,170,3,14264,163513,0,0
53991687,0,3,117,12373,117,7744,3,0,3,14264,44612,0,170,3,14264,163513,0,0
53991688,0,3,117,12373,117,7744,3,0,3,14264,44612,0,170,3,14264,163513,0,0
53991689,0,3,117,12373,117,7744,3,0,3,14264,44612,0,170,3,14264,163513,0,0
53991690,0,3,117,12373,117,7744,3,0,0,14264,44612,0,170,3,14264,163513,0,0
53991691,0,3,117,12373,117,7744,3,0,0,14264,44612,0,170,3,14264,163513,0,0
53991692,0,3,117,12373,117,7744,3,0,0,14264,44612,0,170,3,14264,163513,0,0
53991693,0,3,117,12373,117,7744,3,0,0,14264,3,132030,0,3,3,177774,3,0
53991694,0,3,117,12373,117,7744,0,0,0,14264,3,132030,0,4,3,177774,3,0
53991695,2001,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991696,16405,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991697,16405,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991698,0,3,117,12373,117,7744,0,14405,0,14264,3,132030,0,0,3,177774,3,0
53991699,6000,3,117,12373,117,7744,0,14405,0,14264,3,132030,0,0,3,177774,3,0
53991700,6000,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991701,6000,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991702,6000,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
53991703,7724,3,117,12373,117,7744,172401,0,172401,14264,3,132030,0,0,3,177774,3,0
53991704,7724,3,117,12373,117,7744,172401,0,172401,14264,3,132030,0,22,3,177774,3,0
